Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
Halloween,1979,7.6,"Horror, Thriller","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Donald Pleasence, Dr. Sam Loomis, Jamie Lee Curtis, Laurie Strode, P.J. Soles, Lynda Van Der Klok, Nancy Loomis, Annie Brackett, Charles Cyphers, Sheriff Leigh Brackett, Kyle Richards, Lindsey Wallace, Brian Andrews, Tommy Doyle, John Michael Graham, Bob Simms, Nancy Stephens, Marion Chambers"
Halloween,1979,7.6,"Horror, Thriller","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Donald Pleasence, Dr. Sam Loomis, Jamie Lee Curtis, Laurie Strode, P.J. Soles, Lynda Van Der Klok, Nancy Loomis, Annie Brackett, Charles Cyphers, Sheriff Leigh Brackett, Kyle Richards, Lindsey Wallace, Brian Andrews, Tommy Doyle, John Michael Graham, Bob Simms, Nancy Stephens, Marion Chambers"
Halloween,1979,7.6,"Horror, Thriller","Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Donald Pleasence, Dr. Sam Loomis, Jamie Lee Curtis, Laurie Strode, P.J. Soles, Lynda Van Der Klok, Nancy Loomis, Annie Brackett, Charles Cyphers, Sheriff Leigh Brackett, Kyle Richards, Lindsey Wallace, Brian Andrews, Tommy Doyle, John Michael Graham, Bob Simms, Nancy Stephens, Marion Chambers"
A Clockwork Orange,1972,8.2,"Science Fiction, Drama","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?","Malcolm McDowell, Alex DeLarge, Patrick Magee, Frank Alexander, Adrienne Corri, Mary Alexander, Miriam Karlin, Catlady Weathers, Michael Bates, Chief Guard Barnes, Warren Clarke, Dim, John Clive, Stage Actor, Carl Duering, Dr. Brodsky, Paul Farrell, Tramp"
12 Angry Men,1957,8.5,Drama,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","Martin Balsam, Juror 1, John Fiedler, Juror 2, Lee J. Cobb, Juror 3, E.G. Marshall, Juror 4, Jack Klugman, Juror 5, Edward Binns, Juror 6, Jack Warden, Juror 7, Henry Fonda, Juror 8, Joseph Sweeney, Juror 9"
Black Swan,2011,7.7,"Drama, Thriller, Horror",A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,"Natalie Portman, Nina Sayers / The Swan Queen, Mila Kunis, Lily / The Black Swan, Vincent Cassel, Thomas Leroy / The Gentleman, Barbara Hershey, Erica Sayers / The Queen, Winona Ryder, Beth Macintyre / The Dying Swan, Benjamin Millepied, David Moreau / The Prince, Ksenia Solo, Veronica / Little Swan, Kristina Anapau, Galina / Little Swan, Jason Olive, Jeffrey / Suitor"
Zodiac,2007,7.5,"Crime, Drama, Mystery, Thriller",A cartoonist teams up with an ace reporter and a law enforcement officer to track down an elusive serial killer.,"Jake Gyllenhaal, Robert Graysmith, Mark Ruffalo, Dave Toschi, Robert Downey Jr., Paul Avery, Anthony Edwards, Bill Armstrong, Chloë Sevigny, Melanie, John Carroll Lynch, Arthur Leigh Allen, Brian Cox, Melvin Belli, Elias Koteas, Jack Mulanax, Dermot Mulroney, Captain Martin Lee"
Halloween,2018,6.5,"Horror, Thriller","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","Jamie Lee Curtis, Laurie Strode, Judy Greer, Karen Nelson, Andi Matichak, Allyson Nelson, Will Patton, Deputy Frank Hawkins, Virginia Gardner, Vicky, Nick Castle, Michael Myers / The Shape, Toby Huss, Ray Nelson, Drew Scheid, Oscar, Miles Robbins, Dave"
Halloween,2018,6.5,"Horror, Thriller","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","Jamie Lee Curtis, Laurie Strode, Judy Greer, Karen Nelson, Andi Matichak, Allyson Nelson, Will Patton, Deputy Frank Hawkins, Virginia Gardner, Vicky, Nick Castle, Michael Myers / The Shape, Toby Huss, Ray Nelson, Drew Scheid, Oscar, Miles Robbins, Dave"
Halloween,2018,6.5,"Horror, Thriller","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","Jamie Lee Curtis, Laurie Strode, Judy Greer, Karen Nelson, Andi Matichak, Allyson Nelson, Will Patton, Deputy Frank Hawkins, Virginia Gardner, Vicky, Nick Castle, Michael Myers / The Shape, Toby Huss, Ray Nelson, Drew Scheid, Oscar, Miles Robbins, Dave"
3 Idiots,2009,8.0,"Drama, Comedy","Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","Aamir Khan, Rancho, R. Madhavan, Farhan Qureshi, Sharman Joshi, Raju Rastogi, Kareena Kapoor Khan, Pia, Boman Irani, Viru 'Virus' Sahastrabudhhe, Omi Vaidya, Chatur 'Silencer' Ramalingam, Mona Singh, Mona, Farida Dadi, Mrs. Qureshi, Parikshat Sahni, Mr. Qureshi"
The Magnificent Seven,1987,7.5,"Western, Action, Adventure",An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,"Yul Brynner, Chris Adams, Eli Wallach, Calvera, Steve McQueen, Vin, Charles Bronson, Bernardo O'Reilly, Robert Vaughn, Lee, Brad Dexter, Harry Luck, James Coburn, Britt, Horst Buchholz, Chico, Jorge Martínez de Hoyos, Hilario"
Children of Men,2006,7.6,"Drama, Action, Thriller, Science Fiction","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.","Clive Owen, Theo Faron, Julianne Moore, Julian Taylor, Clare-Hope Ashitey, Kee, Michael Caine, Jasper Palmer, Chiwetel Ejiofor, Luke, Pam Ferris, Miriam, Charlie Hunnam, Patric, Danny Huston, Nigel, Peter Mullan, Syd"
Once Upon a Time in America,1984,8.4,"Drama, Crime","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Robert De Niro, David 'Noodles' Aaronson, James Woods, Maximilian 'Max' Bercovicz, Elizabeth McGovern, Deborah Gelly, Joe Pesci, Frankie Monaldi, Burt Young, Joe, Tuesday Weld, Carol, Treat Williams, James Conway O'Donnell, Jennifer Connelly, Young Deborah, Danny Aiello, Police Chief Vincent Aiello"
The Sixth Sense,1999,7.9,"Mystery, Thriller, Drama","Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.","Bruce Willis, Malcolm Crowe, Haley Joel Osment, Cole Sear, Toni Collette, Lynn Sear, Olivia Williams, Anna Crowe, Donnie Wahlberg, Vincent Grey, Mischa Barton, Kyra Collins, Trevor Morgan, Tommy Tammisimo, Glenn Fitzgerald, Sean, Bruce Norris, Stanley Cunningham"
No Country for Old Men,2007,7.9,"Crime, Drama, Thriller","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","Josh Brolin, Llewelyn Moss, Javier Bardem, Anton Chigurh, Tommy Lee Jones, Ed Tom Bell, Kelly Macdonald, Carla Jean Moss, Woody Harrelson, Carson Wells, Garret Dillahunt, Wendell, Tess Harper, Loretta Bell, Barry Corbin, Ellis, Stephen Root, Man who hires Wells"
The Lego Movie,2014,7.4,"Animation, Family, Adventure, Comedy, Fantasy","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.","Chris Pratt, Emmet Brickowski (voice), Elizabeth Banks, Wyldstyle / Lucy (voice), Will Ferrell, Lord Business / President Business / The Man Upstairs, Morgan Freeman, Vitruvius (voice), Will Arnett, Batman / Bruce Wayne (voice), Liam Neeson, Bad Cop/Good Cop / Pa Cop (voice), Alison Brie, Unikitty (voice), Nick Offerman, Metal Beard (voice), Charlie Day, Benny (voice)"
The Bourne Supremacy,2004,7.3,"Action, Drama, Thriller","When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.","Matt Damon, Jason Bourne, Franka Potente, Marie Helene Kreutz, Brian Cox, Ward Abbott, Julia Stiles, Nicky Parsons, Karl Urban, Kirill, Gabriel Mann, Danny Zorn, Joan Allen, Pamela Landy, Marton Csokas, Jarda, Tom Gallop, Tom Cronin"
Die Hard: With a Vengeance,1995,7.2,"Action, Thriller","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.","Bruce Willis, John McClane, Jeremy Irons, Simon, Samuel L. Jackson, Zeus Carver, Graham Greene, Joe Lambert, Colleen Camp, Connie Kowalski, Larry Bryggman, Chief Arthur Cobb, Anthony Peck, Ricky Walsh, Nicholas Wyman, Mathias Targo, Sam Phillips, Katya"
Green Book,2019,8.2,"Drama, Comedy","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","Viggo Mortensen, Tony Lip, Mahershala Ali, Dr. Don Shirley, Linda Cardellini, Dolores, Sebastian Maniscalco, Johnny Venere, Dimiter D. Marinov, Oleg, Mike Hatton, George, P.J. Byrne, Record Exec, Joe Cortese, Gio Loscudo, Maggie Nixon, Copa Coat Check Girl"
Sherlock Holmes,2009,7.2,"Action, Adventure, Crime, Mystery",Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,"Robert Downey Jr., Sherlock Holmes, Jude Law, Dr. John Watson, Rachel McAdams, Irene Adler, Mark Strong, Lord Henry Blackwood, Eddie Marsan, Inspector Lestrade, Robert Maillet, Dredger, Geraldine James, Mrs. Hudson, Kelly Reilly, Mary Morstan, William Houston, Constable Clark"
La La Land,2016,7.9,"Comedy, Drama, Romance, Music","Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","Ryan Gosling, Sebastian Wilder, Emma Stone, Mia Dolan, John Legend, Keith, Rosemarie DeWitt, Laura Wilder, J.K. Simmons, Bill, Amiée Conn, Famous Actress, Terry Walters, Linda, Thom Shelton, Coffee Spiller, Cinda Adams, Casting Director"
Dances with Wolves,1991,7.9,"Adventure, Drama, Western","Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","Kevin Costner, Lieutenant Dunbar, Mary McDonnell, Stands With A Fist, Graham Greene, Kicking Bird, Rodney A. Grant, Wind In His Hair, Floyd Red Crow Westerman, Ten Bears, Tantoo Cardinal, Black Shawl, Robert Pastorelli, Timmons, Charles Rocket, Lieutenant Elgin, Maury Chaykin, Major Fambrough"
Shaun of the Dead,2004,7.5,"Horror, Comedy","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","Simon Pegg, Shaun, Nick Frost, Ed, Kate Ashfield, Liz, Lucy Davis, Dianne, Dylan Moran, David, Penelope Wilton, Barbara, Bill Nighy, Phillip, Peter Serafinowicz, Pete, Jessica Hynes, Yvonne"
The Goonies,1985,7.5,"Adventure, Comedy, Family","A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.","Sean Astin, Mikey Walsh, Josh Brolin, Brand Walsh, Jeff Cohen, Lawrence ""Chunk"" Cohen, Corey Feldman, Clark ""Mouth"" Devereaux, Kerri Green, Andy Carmichael, Martha Plimpton, Stephanie ""Stef"" Steinbrenner, Ke Huy Quan, Richard ""Data"" Wang, John Matuszak, Sloth, Robert Davi, Jake Fratelli"
Her,2014,7.9,"Romance, Science Fiction, Drama","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","Joaquin Phoenix, Theodore Twombly, Scarlett Johansson, Samantha (voice), Amy Adams, Amy, Rooney Mara, Catherine Klausen, Chris Pratt, Paul, Olivia Wilde, Blind Date, Matt Letscher, Charles, Portia Doubleday, Surrogate Date Isabella, Spike Jonze, Alien Child (voice)"
About Time,2013,7.9,"Drama, Romance, Fantasy","The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.","Domhnall Gleeson, Tim Lake, Rachel McAdams, Mary, Bill Nighy, Dad, Tom Hollander, Harry, Margot Robbie, Charlotte, Lydia Wilson, Kit Kat, Lindsay Duncan, Mum, Richard Cordery, Uncle D, Joshua McGuire, Rory"
